"","Yr","Area","River","Escapement","Expl","R","S","Survival","EO","Popn","Population","WildLice"
"6856",1981,8,"KOEYE RIVER",100000,0.596021928035553,247538.188183642,70000,1.26306962374851,"O","141","KOEYE RIVER O",0
"6857",1982,8,"KOEYE RIVER",25000,0.110414737211175,28102.9835427193,30000,-0.065321635061232,"E","142","KOEYE RIVER E",0
"6858",1983,8,"KOEYE RIVER",40000,0.267077252927262,54576.0111277188,100000,-0.605575756417825,"O","141","KOEYE RIVER O",0
"6859",1984,8,"KOEYE RIVER",125000,0.104388584559714,139569.458188013,25000,1.71968656063588,"E","142","KOEYE RIVER E",0
"6860",1985,8,"KOEYE RIVER",100000,0.222417128159443,128603.65579208,40000,1.16785578490668,"O","141","KOEYE RIVER O",0
"6861",1986,8,"KOEYE RIVER",110000,0.407663991309245,185705.407718052,125000,0.395847851354231,"E","142","KOEYE RIVER E",0
"6862",1987,8,"KOEYE RIVER",6500,0.408814905160303,10994.8644793937,100000,-2.20774188771502,"O","141","KOEYE RIVER O",0
"6863",1988,8,"KOEYE RIVER",20000,0.524452104983154,42056.7522421511,110000,-0.961460415756731,"E","142","KOEYE RIVER E",0
"6864",1989,8,"KOEYE RIVER",43000,0.166363476207555,51581.2332746423,6500,2.07135573320455,"O","141","KOEYE RIVER O",0
"6865",1990,8,"KOEYE RIVER",120000,0.467321553327181,225276.619975026,20000,2.42159679564114,"E","142","KOEYE RIVER E",0
"6866",1991,8,"KOEYE RIVER",110000,0.0307472102050955,113489.485052992,43000,0.970510074231382,"O","141","KOEYE RIVER O",0
"6867",1992,8,"KOEYE RIVER",25000,0.280494013997804,34746.0625573221,120000,-1.23942548489401,"E","142","KOEYE RIVER E",0
"6868",1993,8,"KOEYE RIVER",20000,0.12687248199474,22906.1615715558,110000,-1.56907442716344,"O","141","KOEYE RIVER O",0
"6869",1994,8,"KOEYE RIVER",12000,0.503741012398542,24180.9222599654,25000,-0.0333118389711435,"E","142","KOEYE RIVER E",0
"6870",1995,8,"KOEYE RIVER",75000,0.167958517637094,90139.7365273283,20000,1.50562882077689,"O","141","KOEYE RIVER O",0
"6871",1996,8,"KOEYE RIVER",200000,0.12492632193871,228552.183677946,12000,2.94685790943086,"E","142","KOEYE RIVER E",0
"6872",1997,8,"KOEYE RIVER",25000,0.138189470921859,29008.6964088753,75000,-0.949892452335593,"O","141","KOEYE RIVER O",0
"6873",1998,8,"KOEYE RIVER",20000,0.312289966232996,29082.0244259749,200000,-1.92819710055699,"E","142","KOEYE RIVER E",0
"6874",1999,8,"KOEYE RIVER",60000,0.0693161516946757,64468.7238413491,25000,0.947304379646176,"O","141","KOEYE RIVER O",0
"6875",2000,8,"KOEYE RIVER",100000,0.025568868006677,102623.978972672,20000,1.63533934505995,"E","142","KOEYE RIVER E",0
"6876",2001,8,"KOEYE RIVER",168000,0.165545320044542,201329.088368188,60000,1.21059626255836,"O","141","KOEYE RIVER O",0
"6877",2002,8,"KOEYE RIVER",100000,0.278522991294108,138604.555368118,100000,0.326454767241441,"E","142","KOEYE RIVER E",0
"6878",2003,8,"KOEYE RIVER",85000,0.295154104947603,120593.736299878,168000,-0.331536634270948,"O","141","KOEYE RIVER O",0
"6879",2004,8,"KOEYE RIVER",20000,0.21103735826919,25349.7427408279,100000,-1.37240160429321,"E","142","KOEYE RIVER E",0
"6880",2005,8,"KOEYE RIVER",50000,0.275157356251141,68980.4889808937,85000,-0.208827560272423,"O","141","KOEYE RIVER O",0
"6882",2007,8,"KOEYE RIVER",22000,0.150445504181651,25895.9255801573,50000,-0.657937362605163,"O","141","KOEYE RIVER O",0
"6884",2009,8,"KOEYE RIVER",200000,0.0601028825358313,212789.247124832,22000,2.26925977240405,"O","141","KOEYE RIVER O",0
"7194",1962,8,"KWATNA RIVER",75000,0.67389853140589,229989.764607134,3500,4.18527183772948,"E","144","KWATNA RIVER E",0
"7195",1963,8,"KWATNA RIVER",75000,0.639655879103005,208134.379474,75000,1.02069581272467,"O","143","KWATNA RIVER O",0
"7196",1964,8,"KWATNA RIVER",35000,0.708799368354511,120192.046982266,75000,0.471602741502806,"E","144","KWATNA RIVER E",0
"7197",1965,8,"KWATNA RIVER",35000,0.63153373774975,94988.3438072525,75000,0.236266073770603,"O","143","KWATNA RIVER O",0
"7198",1966,8,"KWATNA RIVER",35000,0.599086152714009,87300.5515697062,35000,0.91400871943133,"E","144","KWATNA RIVER E",0
"7199",1967,8,"KWATNA RIVER",7500,0.166015689925135,8992.97493897306,35000,-1.35890435128692,"O","143","KWATNA RIVER O",0
"7200",1968,8,"KWATNA RIVER",125000,0.628180647192824,336184.760304353,35000,2.26231282920235,"E","144","KWATNA RIVER E",0
"7201",1969,8,"KWATNA RIVER",3500,0.160013253563577,4166.73240958678,7500,-0.587770886725767,"O","143","KWATNA RIVER O",0
"7202",1970,8,"KWATNA RIVER",85000,0.645270860313015,239619.446192113,125000,0.650738286714532,"E","144","KWATNA RIVER E",0
"7203",1971,8,"KWATNA RIVER",90000,0.0813722079361831,97972.2154908935,3500,3.33192095457807,"O","143","KWATNA RIVER O",0
"7204",1972,8,"KWATNA RIVER",75000,0.346493220590497,114765.450586096,85000,0.300239229016895,"E","144","KWATNA RIVER E",0
"7205",1973,8,"KWATNA RIVER",65000,0.176884559157014,78968.2671162514,90000,-0.130763580631864,"O","143","KWATNA RIVER O",0
"7206",1974,8,"KWATNA RIVER",125000,0.555636591270693,281301.289765166,75000,1.32193818696558,"E","144","KWATNA RIVER E",0
"7207",1975,8,"KWATNA RIVER",45000,0.286545560785769,63073.4038876555,65000,-0.0300880806802814,"O","143","KWATNA RIVER O",0
"7208",1976,8,"KWATNA RIVER",80000,0.479809726753253,153789.880577127,125000,0.207273521617118,"E","144","KWATNA RIVER E",0
"7209",1977,8,"KWATNA RIVER",40000,0.127135689265427,45826.1375887134,45000,0.0181921282782752,"O","143","KWATNA RIVER O",0
"7210",1978,8,"KWATNA RIVER",40000,0.327077709051949,59442.2276361892,80000,-0.297021757910952,"E","144","KWATNA RIVER E",0
"7211",1979,8,"KWATNA RIVER",80000,0.287821416480035,112331.375656647,40000,1.03257376002956,"O","143","KWATNA RIVER O",0
"7212",1980,8,"KWATNA RIVER",35000,0.3349560817946,52628.1032603777,40000,0.274370805468329,"E","144","KWATNA RIVER E",0
"7213",1981,8,"KWATNA RIVER",100000,0.596021928035553,247538.188183642,80000,1.12953823112399,"O","143","KWATNA RIVER O",0
"7215",1983,8,"KWATNA RIVER",200000,0.267077252927262,272880.055638594,100000,1.00386215601628,"O","143","KWATNA RIVER O",0
"7217",1985,8,"KWATNA RIVER",110000,0.222417128159443,141464.021371288,200000,-0.346271947723099,"O","143","KWATNA RIVER O",0
"7218",1986,8,"KWATNA RIVER",100000,0.407663991309245,168823.097925501,30000,1.72765402719005,"E","144","KWATNA RIVER E",0
"7219",1987,8,"KWATNA RIVER",15000,0.408814905160303,25372.7641832163,110000,-1.46680404331872,"O","143","KWATNA RIVER O",0
"7220",1988,8,"KWATNA RIVER",70000,0.524452104983154,147198.632847529,100000,0.386612732542962,"E","144","KWATNA RIVER E",0
"7221",1989,8,"KWATNA RIVER",25000,0.166363476207555,29989.0891131641,15000,0.692783418178569,"O","143","KWATNA RIVER O",0
"7222",1990,8,"KWATNA RIVER",91000,0.467321553327181,170834.770147728,70000,0.892201590880574,"E","144","KWATNA RIVER E",0
"7223",1991,8,"KWATNA RIVER",17000,0.0307472102050955,17539.2840536443,25000,-0.354432656679457,"O","143","KWATNA RIVER O",0
"7224",1992,8,"KWATNA RIVER",25000,0.280494013997804,34746.0625573221,91000,-0.962793248628814,"E","144","KWATNA RIVER E",0
"7225",1993,8,"KWATNA RIVER",10000,0.12687248199474,11453.0807857779,17000,-0.394954585987185,"O","143","KWATNA RIVER O",0
"7226",1994,8,"KWATNA RIVER",13000,0.503741012398542,26195.9991149626,25000,0.0467308687023928,"E","144","KWATNA RIVER E",0
"7227",1995,8,"KWATNA RIVER",10000,0.167958517637094,12018.6315369771,10000,0.183872980794566,"O","143","KWATNA RIVER O",0
"7228",1996,8,"KWATNA RIVER",200000,0.12492632193871,228552.183677946,13000,2.86681520175732,"E","144","KWATNA RIVER E",0
"7229",1997,8,"KWATNA RIVER",32000,0.138189470921859,37131.1314033604,10000,1.3118706461382,"O","143","KWATNA RIVER O",0
"7230",1998,8,"KWATNA RIVER",30000,0.312289966232996,43623.0366389623,200000,-1.52273199244883,"E","144","KWATNA RIVER E",0
"7231",1999,8,"KWATNA RIVER",30000,0.0693161516946757,32234.3619206746,32000,0.00729712115470435,"O","143","KWATNA RIVER O",0
"7232",2000,8,"KWATNA RIVER",75000,0.025568868006677,76967.9842295042,30000,0.942192164500001,"E","144","KWATNA RIVER E",0
"7233",2001,8,"KWATNA RIVER",101000,0.165545320044542,121037.130507065,30000,1.3948999805563,"O","143","KWATNA RIVER O",0
"7234",2002,8,"KWATNA RIVER",280000,0.278522991294108,388092.75503073,75000,1.64375625687438,"E","144","KWATNA RIVER E",0
"7235",2003,8,"KWATNA RIVER",130000,0.295154104947603,184437.479046872,101000,0.602190022256317,"O","143","KWATNA RIVER O",0
"7236",2004,8,"KWATNA RIVER",42000,0.21103735826919,53234.4597557386,280000,-1.66008367674499,"E","144","KWATNA RIVER E",0
"7237",2005,8,"KWATNA RIVER",130000,0.275157356251141,179349.271350324,130000,0.321800690789748,"O","143","KWATNA RIVER O",0
"7238",2006,8,"KWATNA RIVER",3000,0.114178554668696,3386.68703022648,42000,-2.51781745195707,"E","144","KWATNA RIVER E",0
"7239",2007,8,"KWATNA RIVER",115000,0.150445504181651,135365.06553264,130000,0.0404408673723351,"O","143","KWATNA RIVER O",0
"7241",2009,8,"KWATNA RIVER",175000,0.0601028825358313,186190.591234228,115000,0.481838704774589,"O","143","KWATNA RIVER O",0
"8214",1962,9,"MILTON RIVER",1500,0.771453865052277,6563.22628401967,750,2.16916436609646,"E","156","MILTON RIVER E",0
"8216",1964,9,"MILTON RIVER",7500,0.66515628151389,22398.5088742559,1500,2.7035292804235,"E","156","MILTON RIVER E",0
"8218",1966,9,"MILTON RIVER",35000,0.582081714573684,83748.4293473705,7500,2.4129143959258,"E","156","MILTON RIVER E",0
"8220",1968,9,"MILTON RIVER",15000,0.836082207630661,91509.2851311838,35000,0.961092382487174,"E","156","MILTON RIVER E",0
"8222",1970,9,"MILTON RIVER",15000,0.436664977401788,26627.139088241,15000,0.573880761042572,"E","156","MILTON RIVER E",0
"8224",1972,9,"MILTON RIVER",7500,0.498823706868818,14964.7940311432,15000,-0.00234982326391571,"E","156","MILTON RIVER E",0
"8226",1974,9,"MILTON RIVER",2250,0.526877388379519,4755.6382737523,7500,-0.455572101428674,"E","156","MILTON RIVER E",0
"8228",1976,9,"MILTON RIVER",1500,0.588220805787235,3642.72896999491,2250,0.481802901566462,"E","156","MILTON RIVER E",0
"8230",1978,9,"MILTON RIVER",4000,0.57932646441725,9508.56106139143,1500,1.8467274490505,"E","156","MILTON RIVER E",0
"8232",1980,9,"MILTON RIVER",7000,0.0438308778232724,7320.88062419798,4000,0.604436263469585,"E","156","MILTON RIVER E",0
"8234",1982,9,"MILTON RIVER",750,0.00973577578363025,757.373619746286,7000,-2.2238087431918,"E","156","MILTON RIVER E",0
"8236",1984,9,"MILTON RIVER",2000,0.310533093896518,2900.79187600604,750,1.35266583286166,"E","156","MILTON RIVER E",0
"8238",1986,9,"MILTON RIVER",2200,0.277078391627897,3043.20686298757,2000,0.419764667994266,"E","156","MILTON RIVER E",0
"8240",1988,9,"MILTON RIVER",6000,0.239037110978588,7884.74718880959,2200,1.27647279724244,"E","156","MILTON RIVER E",0
"8242",1990,9,"MILTON RIVER",1600,0.278066807238292,2216.27155537662,6000,-0.995933164810812,"E","156","MILTON RIVER E",0
"8244",1992,9,"MILTON RIVER",3000,0.32840801602291,4466.99792667915,1600,1.02671294898247,"E","156","MILTON RIVER E",0
"8246",1994,9,"MILTON RIVER",7700,0.131831430750286,8869.2452972059,3000,1.08397741916377,"E","156","MILTON RIVER E",0
"8248",1996,9,"MILTON RIVER",4100,0,4100,7700,-0.630233355149376,"E","156","MILTON RIVER E",0
"8250",1998,9,"MILTON RIVER",3600,0,3600,4100,-0.130053128248198,"E","156","MILTON RIVER E",0
"8252",2000,9,"MILTON RIVER",1200,0,1200,3600,-1.09861228866811,"E","156","MILTON RIVER E",0
"8254",2002,9,"MILTON RIVER",12000,0,12000,1200,2.30258509299405,"E","156","MILTON RIVER E",0
"8260",2008,9,"MILTON RIVER",270,0,270,400,-0.393042588109607,"E","156","MILTON RIVER E",0
"8262",2010,9,"MILTON RIVER",1000,0,1000,270,1.30933331998376,"E","156","MILTON RIVER E",0
"8622",1962,8,"NECLEETSCONNAY RIVER",35000,0.67389853140589,107328.556816663,7500,2.66099173363569,"E","164","NECLEETSCONNAY RIVER E",0
"8624",1964,8,"NECLEETSCONNAY RIVER",15000,0.708799368354511,51510.8772781138,35000,0.386444933162499,"E","164","NECLEETSCONNAY RIVER E",0
"8626",1966,8,"NECLEETSCONNAY RIVER",7500,0.599086152714009,18707.2610506513,15000,0.220861538871384,"E","164","NECLEETSCONNAY RIVER E",0
"8628",1968,8,"NECLEETSCONNAY RIVER",15000,0.628180647192824,40342.1712365224,7500,1.68249433394941,"E","164","NECLEETSCONNAY RIVER E",0
"8630",1970,8,"NECLEETSCONNAY RIVER",7500,0.645270860313015,21142.8923110688,15000,0.343253586966571,"E","164","NECLEETSCONNAY RIVER E",0
"8632",1972,8,"NECLEETSCONNAY RIVER",3500,0.346493220590497,5355.72102735115,7500,-0.336737680075996,"E","164","NECLEETSCONNAY RIVER E",0
"8634",1974,8,"NECLEETSCONNAY RIVER",25000,0.555636591270693,56260.2579530333,3500,2.77722541957242,"E","164","NECLEETSCONNAY RIVER E",0
"8636",1976,8,"NECLEETSCONNAY RIVER",20000,0.479809726753253,38447.4701442816,25000,0.430417072931328,"E","164","NECLEETSCONNAY RIVER E",0
"8638",1978,8,"NECLEETSCONNAY RIVER",15000,0.327077709051949,22290.835363571,20000,0.108443350197213,"E","164","NECLEETSCONNAY RIVER E",0
"8640",1980,8,"NECLEETSCONNAY RIVER",5000,0.3349560817946,7518.30046576825,15000,-0.690710090575258,"E","164","NECLEETSCONNAY RIVER E",0
"8642",1982,8,"NECLEETSCONNAY RIVER",4000,0.110414737211175,4496.47736683509,5000,-0.106143629581487,"E","164","NECLEETSCONNAY RIVER E",0
"8644",1984,8,"NECLEETSCONNAY RIVER",27500,0.104388584559714,30705.2808013628,4000,2.03814029175442,"E","164","NECLEETSCONNAY RIVER E",0
"8646",1986,8,"NECLEETSCONNAY RIVER",17500,0.407663991309245,29544.0421369628,27500,0.0716960991210583,"E","164","NECLEETSCONNAY RIVER E",0
"8648",1988,8,"NECLEETSCONNAY RIVER",100000,0.524452104983154,210283.761210756,17500,2.48625698154032,"E","164","NECLEETSCONNAY RIVER E",0
"8650",1990,8,"NECLEETSCONNAY RIVER",40000,0.467321553327181,75092.2066583421,100000,-0.286453405461072,"E","164","NECLEETSCONNAY RIVER E",0
"8652",1992,8,"NECLEETSCONNAY RIVER",80000,0.280494013997804,111187.400183431,40000,1.02233761357978,"E","164","NECLEETSCONNAY RIVER E",0
"8654",1994,8,"NECLEETSCONNAY RIVER",10000,0.503741012398542,20150.7685499712,80000,-1.37878420557078,"E","164","NECLEETSCONNAY RIVER E",0
"8656",1996,8,"NECLEETSCONNAY RIVER",20000,0.12492632193871,22855.2183677946,10000,0.826594373230766,"E","164","NECLEETSCONNAY RIVER E",0
"8658",1998,8,"NECLEETSCONNAY RIVER",15000,0.312289966232996,21811.5183194811,20000,0.0867059199852746,"E","164","NECLEETSCONNAY RIVER E",0
"8660",2000,8,"NECLEETSCONNAY RIVER",70000,0.025568868006677,71836.7852808706,15000,1.566346473573,"E","164","NECLEETSCONNAY RIVER E",0
"8662",2002,8,"NECLEETSCONNAY RIVER",4000,0.278522991294108,5544.18221472472,70000,-2.53574611368803,"E","164","NECLEETSCONNAY RIVER E",0
"8664",2004,8,"NECLEETSCONNAY RIVER",16000,0.21103735826919,20279.7941926623,4000,1.62333066926079,"E","164","NECLEETSCONNAY RIVER E",0
"8775",1962,10,"NEKITE RIVER",35000,0.730982835125681,130103.222284539,3500,3.61556518446841,"E","168","NEKITE RIVER E",0
"8776",1963,10,"NEKITE RIVER",7500,0.242163497357608,9896.59375584221,7500,0.277287612327871,"O","167","NEKITE RIVER O",0
"8777",1964,10,"NEKITE RIVER",1500,0.964284109870278,41998.1132922042,35000,0.182276634170763,"E","168","NEKITE RIVER E",0
"8778",1965,10,"NEKITE RIVER",7500,0.709600190963527,25826.4632641615,7500,1.23649665361961,"O","167","NEKITE RIVER O",0
"8779",1966,10,"NEKITE RIVER",7500,0.769765508430069,32575.4840157039,1500,3.0780948732944,"E","168","NEKITE RIVER E",0
"8780",1967,10,"NEKITE RIVER",3500,0.954387918093696,76734.0549635444,7500,2.32544259142343,"O","167","NEKITE RIVER O",0
"8781",1968,10,"NEKITE RIVER",15000,0.787057115159194,70441.423817536,7500,2.2398784760776,"E","168","NEKITE RIVER E",0
"8782",1969,10,"NEKITE RIVER",400,0.903663558350095,4152.11516171247,3500,0.170854913426844,"O","167","NEKITE RIVER O",0
"8783",1970,10,"NEKITE RIVER",15000,0.714382668471811,52517.8213791959,15000,1.25310236573544,"E","168","NEKITE RIVER E",0
"8784",1971,10,"NEKITE RIVER",4000,0.35075391426311,6160.99209202013,400,2.73452855035117,"O","167","NEKITE RIVER O",0
"8785",1972,10,"NEKITE RIVER",2500,0.730950452913809,9291.96881048499,15000,-0.478899742798369,"E","168","NEKITE RIVER E",0
"8786",1973,10,"NEKITE RIVER",5000,0.454943139745502,9173.35486368412,4000,0.830008710332977,"O","167","NEKITE RIVER O",0
"8787",1974,10,"NEKITE RIVER",9000,0.626720934224516,24110.6475695405,2500,2.26636281891885,"E","168","NEKITE RIVER E",0
"8788",1975,10,"NEKITE RIVER",800,0.692366947386293,2600.5008018581,5000,-0.653733869855494,"O","167","NEKITE RIVER O",0
"8789",1976,10,"NEKITE RIVER",22000,0.240369745662243,28961.4583863297,9000,1.16874134755732,"E","168","NEKITE RIVER E",0
"8790",1977,10,"NEKITE RIVER",20000,0.368396705966854,31665.4459990046,800,3.67836960610382,"O","167","NEKITE RIVER O",0
"8791",1978,10,"NEKITE RIVER",18000,0.373647611953538,28737.8165127468,22000,0.267171450598014,"E","168","NEKITE RIVER E",0
"8792",1979,10,"NEKITE RIVER",30000,0.128539841637493,34424.9816955151,20000,0.543050239339893,"O","167","NEKITE RIVER O",0
"8793",1980,10,"NEKITE RIVER",2000,0.189039963884038,2466.21277366375,18000,-1.98768807396305,"E","168","NEKITE RIVER E",0
"8794",1981,10,"NEKITE RIVER",65000,0.183759690378415,79633.4109376863,30000,0.976236358521991,"O","167","NEKITE RIVER O",0
"8795",1982,10,"NEKITE RIVER",9000,0.192934333696308,11151.508948732,2000,1.71842763991452,"E","168","NEKITE RIVER E",0
"8796",1983,10,"NEKITE RIVER",45000,0.0348226234874101,46623.5544834209,65000,-0.33228139544881,"O","167","NEKITE RIVER O",0
"8797",1984,10,"NEKITE RIVER",3500,0.0790729619869213,3800.51823383461,9000,-0.862087142577525,"E","168","NEKITE RIVER E",0
"8798",1985,10,"NEKITE RIVER",35000,0.109311812173683,39295.4576903236,45000,-0.135553557973925,"O","167","NEKITE RIVER O",0
"8799",1986,10,"NEKITE RIVER",26500,0.165203506947085,31744.2636864555,3500,2.20494906922757,"E","168","NEKITE RIVER E",0
"8800",1987,10,"NEKITE RIVER",18000,0.275383538890091,24840.7274276229,35000,-0.342863520327036,"O","167","NEKITE RIVER O",0
"8801",1988,10,"NEKITE RIVER",18000,0.417966673425625,30926.0641584583,26500,0.154454595638819,"E","168","NEKITE RIVER E",0
"8802",1989,10,"NEKITE RIVER",25000,0.0298040712902045,25767.9910420218,18000,0.358761306493033,"O","167","NEKITE RIVER O",0
"8803",1990,10,"NEKITE RIVER",40000,0.066237437280998,42837.4424045497,18000,0.867040784793585,"E","168","NEKITE RIVER E",0
"8804",1991,10,"NEKITE RIVER",15000,0.299443431408727,21411.5471505221,25000,-0.154945461891836,"O","167","NEKITE RIVER O",0
"8805",1992,10,"NEKITE RIVER",2000,0.941266160611221,34051.9199972833,40000,-0.160993035522722,"E","168","NEKITE RIVER E",0
"8806",1993,10,"NEKITE RIVER",10000,0.4378418587536,17788.5887729533,15000,0.170506970444906,"O","167","NEKITE RIVER O",0
"8807",1994,10,"NEKITE RIVER",2000,0.763159539769526,8444.50309737518,2000,1.44036852810784,"E","168","NEKITE RIVER E",0
"8808",1995,10,"NEKITE RIVER",26000,0.00326995480867449,26085.2977447963,10000,0.958786757821772,"O","167","NEKITE RIVER O",0
"8809",1996,10,"NEKITE RIVER",6300,0.0498958302279886,6630.85185860384,2000,1.19858610084489,"E","168","NEKITE RIVER E",0
"8810",1997,10,"NEKITE RIVER",1400,0,1400,26000,-2.92162430140027,"O","167","NEKITE RIVER O",0
"8811",1998,10,"NEKITE RIVER",600,0,600,6300,-2.35137525716348,"E","168","NEKITE RIVER E",0
"8813",2000,10,"NEKITE RIVER",18417,0,18417,600,3.42409977487946,"E","168","NEKITE RIVER E",0
"8815",2002,10,"NEKITE RIVER",100000,0,1e+05,18417,1.69189603487462,"E","168","NEKITE RIVER E",0
"8818",2005,10,"NEKITE RIVER",5030,0,5030,50000,-2.2966030213165,"O","167","NEKITE RIVER O",0
"8820",2007,10,"NEKITE RIVER",5000,0,5000,5030,-0.00598207167754743,"O","167","NEKITE RIVER O",0
"8821",2008,10,"NEKITE RIVER",628,0,628,350,0.584607011984739,"E","168","NEKITE RIVER E",0
"8822",2009,10,"NEKITE RIVER",9500,0,9500,5000,0.641853886172395,"O","167","NEKITE RIVER O",0
"9438",1962,8,"NOOSESECK RIVER",35000,0.67389853140589,107328.556816663,3500,3.42313178568259,"E","186","NOOSESECK RIVER E",0
"9440",1964,8,"NOOSESECK RIVER",400,0.708799368354511,1373.62339408303,35000,-3.23789599981387,"E","186","NOOSESECK RIVER E",0
"9442",1966,8,"NOOSESECK RIVER",3500,0.599086152714009,8730.05515697062,400,3.08306241980085,"E","186","NOOSESECK RIVER E",0
"9444",1968,8,"NOOSESECK RIVER",15000,0.628180647192824,40342.1712365224,3500,2.44463438599631,"E","186","NOOSESECK RIVER E",0
"9446",1970,8,"NOOSESECK RIVER",1500,0.645270860313015,4228.57846221376,15000,-1.26618432546753,"E","186","NOOSESECK RIVER E",0
"9448",1972,8,"NOOSESECK RIVER",3000,0.346493220590497,4590.61802344384,1500,1.11854955253085,"E","186","NOOSESECK RIVER E",0
"9450",1974,8,"NOOSESECK RIVER",10000,0.555636591270693,22504.1031812133,3000,2.01508536752552,"E","186","NOOSESECK RIVER E",0
"9452",1976,8,"NOOSESECK RIVER",6500,0.479809726753253,12495.4277968915,10000,0.222777708153083,"E","186","NOOSESECK RIVER E",0
"9454",1978,8,"NOOSESECK RIVER",1500,0.327077709051949,2229.0835363571,6500,-1.07021164614443,"E","186","NOOSESECK RIVER E",0
"9456",1980,8,"NOOSESECK RIVER",1000,0.3349560817946,1503.66009315365,1500,0.00243708998468743,"E","186","NOOSESECK RIVER E",0
"9458",1982,8,"NOOSESECK RIVER",500,0.110414737211175,562.059670854387,1000,-0.576147258827223,"E","186","NOOSESECK RIVER E",0
"9460",1984,8,"NOOSESECK RIVER",7000,0.104388584559714,7815.88965852872,500,2.74930597781704,"E","186","NOOSESECK RIVER E",0
"9462",1986,8,"NOOSESECK RIVER",13000,0.407663991309245,21947.0027303152,7000,1.14272043127034,"E","186","NOOSESECK RIVER E",0
"9464",1988,8,"NOOSESECK RIVER",45000,0.524452104983154,94627.69254484,13000,1.98500080879048,"E","186","NOOSESECK RIVER E",0
"9466",1990,8,"NOOSESECK RIVER",8000,0.467321553327181,15018.4413316684,45000,-1.0973836216774,"E","186","NOOSESECK RIVER E",0
"9468",1992,8,"NOOSESECK RIVER",20000,0.280494013997804,27796.8500458577,8000,1.24548116489399,"E","186","NOOSESECK RIVER E",0
"9474",1998,8,"NOOSESECK RIVER",5200,0.312289966232996,7561.32635075346,25000,-1.19582920684376,"E","186","NOOSESECK RIVER E",0
"9476",2000,8,"NOOSESECK RIVER",3000,0.025568868006677,3078.71936918017,5200,-0.524144904293426,"E","186","NOOSESECK RIVER E",0
"9478",2002,8,"NOOSESECK RIVER",10200,0.278522991294108,14137.664647548,3000,1.55023019886356,"E","186","NOOSESECK RIVER E",0
"9480",2004,8,"NOOSESECK RIVER",2000,0.21103735826919,2534.97427408279,10200,-1.39220423158939,"E","186","NOOSESECK RIVER E",0
"14028",1962,8,"WORAN CREEK",3500,0.67389853140589,10732.8556816663,1500,1.96784455307575,"E","244","WORAN CREEK E",0
"14030",1964,8,"WORAN CREEK",3500,0.708799368354511,12019.2046982266,3500,1.2337427935497,"E","244","WORAN CREEK E",0
"14032",1966,8,"WORAN CREEK",7500,0.599086152714009,18707.2610506513,3500,1.67614877147823,"E","244","WORAN CREEK E",0
"14034",1968,8,"WORAN CREEK",7500,0.628180647192824,20171.0856182612,7500,0.989347153389467,"E","244","WORAN CREEK E",0
"14036",1970,8,"WORAN CREEK",1500,0.645270860313015,4228.57846221376,7500,-0.573037144907584,"E","244","WORAN CREEK E",0
"14038",1972,8,"WORAN CREEK",3000,0.346493220590497,4590.61802344384,1500,1.11854955253085,"E","244","WORAN CREEK E",0
"14040",1974,8,"WORAN CREEK",2000,0.555636591270693,4500.82063624266,3000,0.405647455091423,"E","244","WORAN CREEK E",0
"14042",1976,8,"WORAN CREEK",4000,0.479809726753253,7689.49402885633,2000,1.34670780480548,"E","244","WORAN CREEK E",0
"14044",1978,8,"WORAN CREEK",5500,0.327077709051949,8173.30629997602,4000,0.714579153767528,"E","244","WORAN CREEK E",0
"14046",1980,8,"WORAN CREEK",3000,0.3349560817946,4510.98027946095,5500,-0.198233605477464,"E","244","WORAN CREEK E",0
"14048",1982,8,"WORAN CREEK",820,0.110414737211175,921.777860201194,3000,-1.18006330565923,"E","244","WORAN CREEK E",0
"14050",1984,8,"WORAN CREEK",2200,0.104388584559714,2456.42246410902,820,1.09715694728989,"E","244","WORAN CREEK E",0
"14052",1986,8,"WORAN CREEK",4300,0.407663991309245,7259.39321079656,2200,1.19383888519936,"E","244","WORAN CREEK E",0
"14054",1988,8,"WORAN CREEK",6000,0.524452104983154,12617.0256726453,4300,1.07643212301023,"E","244","WORAN CREEK E",0
"14056",1990,8,"WORAN CREEK",2500,0.467321553327181,4693.26291614638,6000,-0.245631410940817,"E","244","WORAN CREEK E",0
"14058",1992,8,"WORAN CREEK",900,0.280494013997804,1250.85825206359,2500,-0.692460814512146,"E","244","WORAN CREEK E",0
"14060",1994,8,"WORAN CREEK",1500,0.503741012398542,3022.61528249568,900,1.21148295987505,"E","244","WORAN CREEK E",0
"14062",1996,8,"WORAN CREEK",4000,0.12492632193871,4571.04367355892,1500,1.11427644568255,"E","244","WORAN CREEK E",0
"14064",1998,8,"WORAN CREEK",500,0.312289966232996,727.050610649372,4000,-1.70505354924278,"E","244","WORAN CREEK E",0
"14066",2000,8,"WORAN CREEK",500,0.025568868006677,513.119894863361,500,0.0259014326258463,"E","244","WORAN CREEK E",0
"14068",2002,8,"WORAN CREEK",1500,0.278522991294108,2079.06833052177,500,1.42506705590955,"E","244","WORAN CREEK E",0
"14070",2004,8,"WORAN CREEK",2500,0.21103735826919,3168.71784260349,1500,0.747861931906885,"E","244","WORAN CREEK E",0
"105",1962,12,"AHNUHATI RIVER",35000,0.511452327,71640.9102617914,7500,2.25676326262468,"E","248","AHNUHATI RIVER E",0
